_row,deficiency,action,category,city,facility
369,Flow meter is stuck,Repair or replace,Repair/replace equipment,GRAPEVINE,GRAPEVINE TWENTY FOUR 99
369,Health permit expired on 6/10,Payment has been sent,Misc fixes,GRAPEVINE,GRAPEVINE TWENTY FOUR 99
370,Unable to provide installation/expiration documentation for the main drain covers.,Ensure to replace main drain covers immediately and send installation date and expiration date documentation. Site has 30 days to change main drain covers or pool must close.,Repair/replace equipment,BEDFORD,CHATEAU VALEE HOA
370,no outlet gauge on the circulation system.,Ensure the circulation system has an outlet gauge.,Misc fixes,BEDFORD,CHATEAU VALEE HOA
370,the west skimmer missing a weir.,Ensure both skimmers have weirs.,Misc fixes,BEDFORD,CHATEAU VALEE HOA
370,"gaps greater than 4"" on the north east corner of the fence and on the south fence in both east corners.","Ensure no gaps exceed 4"" in or along the fence.",Gate/fence/latch,BEDFORD,CHATEAU VALEE HOA
372,chlorine above 8ppm,Ensure to maintain chlorine between 1-8ppm,Adjust chemistry (chlorine/pH),SAGINAW,COMMONS AT WILLOWCREEK HOA
372,missing weir door near the boaz road.,Ensure to replace missing weir door.,Repair/replace equipment,SAGINAW,COMMONS AT WILLOWCREEK HOA
372,"""children under 14 years of age"" not posted.","Must post ""children under the age of 14 shall not use pool without adult supervision"".",Signage/permit posting,SAGINAW,COMMONS AT WILLOWCREEK HOA
372,"gate not self-closing at full open (catching on concrete), parallel to Sherry Lane.","Must make repairs to gate, so that it is self-closing and self-latching (chained locked until repair is made).",Gate/fence/latch,SAGINAW,COMMONS AT WILLOWCREEK HOA
373,signage prohibiting children is the wrong size.,Ensure signage prohibiting children is at least 2 inches.,Signage/permit posting,BEDFORD,OAKWOOD CONDOMINIUMS
376,free chlorine at 20 (pool was just shocked),Ensure to reduce the free chlorine to maintain the concentration between 1-8ppm.,Adjust chemistry (chlorine/pH),Bedford,LOGAN THE
376,pH >8.0 at time of inspection (pool was just shocked),Ensure to adjust the pH so the concentration is maintained between 7.0-8.0.,Adjust chemistry (chlorine/pH),Bedford,LOGAN THE
376,plastic binding of the ring buoy sticking out and showing the inner foam.,Ensure to replace the buoy and have it available for use in an emergency situation.,Repair/replace equipment,Bedford,LOGAN THE
376,missing plastic covering for the overflow drain on the pool wall.,Ensure to replace the grate to reduce chances of entrapment.,Repair/replace equipment,Bedford,LOGAN THE
376,no weir doors inside the skimmers.,Ensure to reattach the weirs into the skimmers to aid in circulation of the top layer of water.,Misc fixes,Bedford,LOGAN THE
376,no air gap for the backwash system for the pool.,"Ensure to have a minimum of 1"" air space between the backwash pipe and the municipal drain.",Clean/clear water,Bedford,LOGAN THE
376,the fitness room door does not lock and is available as a entrance to the pool.,Ensure to completely lock the fitness door to where it can not be opened at all or used as a entrance to the pool.,Gate/fence/latch,Bedford,LOGAN THE
376,"missing horizontal bar of SW fence creating an 8"" gap. Observed broken horizontal that can be shifted to make a gap of at least 6"" on the same fence.",Ensure to repair or replace the fence to reduce the gaps and prevent unwanted public entry.,Gate/fence/latch,Bedford,LOGAN THE
376,expired permit posted in view of public.,Ensure to post the updated TCPH permits and have them viewable to the general public.,Signage/permit posting,Bedford,LOGAN THE
377,no function or flow direction labels on piping.,Ensure to have function and flow direction labels on piping.,Misc fixes,BEDFORD,OAK SHADOWS TOWNHOMES
377,Obsrved no paper towels in either restroom.,Ensure to have a hand drying method in the restrooms.,Misc fixes,BEDFORD,OAK SHADOWS TOWNHOMES
377,no covered trash can available in the women's restroom.,Ensure to have a covered trash can in the women's restroom.,Misc fixes,BEDFORD,OAK SHADOWS TOWNHOMES
377,Unable to provide a pool school certificate during inspection.,Ensure a pool school certificate is available during inspection.,Misc fixes,BEDFORD,OAK SHADOWS TOWNHOMES
378,flow meter and vaccum gauge not working properly at time of inspection.,Ensure to replace the fixtures so that proper readings can be taken.,Repair/replace equipment,BEDFORD,CANOPY ON CENTRAL
378,the E skimmer missing the weir.,Ensure to reattach the weir to the skimmer to aid in the circulation of the top layer of water.,Repair/replace equipment,BEDFORD,CANOPY ON CENTRAL
378,a single nut and bolt connect for the hook to the pole.,Ensure to use 2x nut and bolt connections o to secure the hook to the pole.,Misc fixes,BEDFORD,CANOPY ON CENTRAL
379,"cracked pool decking on the NW side of the deep end. Obseved a cracked ""No Diving"" sign and a missing stone used as pool decking for the small pool.","Ensure to repair or replace the decking and pooling tiling to return it back to the smooth, durable state.",Repair/replace equipment,Bedford,LOGAN THE
379,an algeacide chemcial sitting in a dispenser located in the skimmers throughout the pool.,Ensure to not dispense any chemcial through the skimmers.,Misc fixes,Bedford,LOGAN THE
379,no rope attached to the ring buoy.,"Ensure to attach a rope that is at least 2/3 the distance of the longer side of the pool with a 1/8"" diameter.",Misc fixes,Bedford,LOGAN THE
379,the S and W gate not able to self-close at time of inspection.,"Ensure to keep these gates unavailable to the general public until the gates can self-latch at full, mid, and 6"" extension.",Gate/fence/latch,Bedford,LOGAN THE
379,muliple apartment windows that lead into the pool yard with no identifying mark to relay that the can not be opened.,TCPH will get in contact with BFD to how the compliance issue can be corrected with fire code in mind.,Misc fixes,Bedford,LOGAN THE
379,expired permit posted in view of general public.,Ensure to post the updated TCPH permit and have it viewable to the general public.,Signage/permit posting,Bedford,LOGAN THE
380,flow meter and pressure gauge not working properly.,Ensure to replace the fixtures so that accurate readings can be taken.,Repair/replace equipment,BEDFORD,CANOPY ON CENTRAL
380,missing weirs inside the skimmers.,Ensure to reattach the weirs to the skimmers to aid in the circulation of the top layer of water.,Misc fixes,BEDFORD,CANOPY ON CENTRAL
380,the NE light's GFCI not working properly at time of inspection.,Ensure to repair the GFCI so that the lights can be tested for the safety feature.,Electrical/GFCI/Bonding,BEDFORD,CANOPY ON CENTRAL
380,return eyeballs inlets missing inside the small pool to the W side of the pool yard.,Ensure to reattach the return caps to prevent entrapment.,Misc fixes,BEDFORD,CANOPY ON CENTRAL
380,a single nut and bolt combo that is currently used to attach the hook to the pole.,Ensure to use 2x nut and bolt combos to attach the hook to the pole.,Misc fixes,BEDFORD,CANOPY ON CENTRAL
380,the NW gate does not latch when released from full and middle extension.,Ensure to keep this gate closed and unusable to the general public until it can self-latch fully.,Gate/fence/latch,BEDFORD,CANOPY ON CENTRAL
380,"a gap >4"" under the bottom horizontal bar at the SE and NW pool.","Ensure to adjust the height of the fence to reduce the gap to less than 4""",Adjust chemistry (chlorine/pH),BEDFORD,CANOPY ON CENTRAL
381,opening exceeding whoever4 inches in between sliding gate and enclosure,shall be no opening more than 4 inches in any sections of the enclosure,Misc fixes,GRAPEVINE,GREAT WOLF LODGE & RESORT
382,no weir doors inside the skimmers at time of inspection.,Ensure to reattach the weirs to the skimmers to aid in the circulation of the top layer of the water.,Misc fixes,BEDFORD,CANOPY ON CENTRAL
382,no transition line between the 5ft and 6 ft depth in pool.,"Ensure to add a 4"" x 4"" transition line to the bottom of the pool for indicating shallow to deep.",Misc fixes,BEDFORD,CANOPY ON CENTRAL
382,no physical address signage located around the emergency phone.,Ensure to provide an address for the pool for use in an emergency situation.,Misc fixes,BEDFORD,CANOPY ON CENTRAL
382,"W gate having 1"" gap between the latch and the fence.","Ensure to adjust the gate to reduce the gap to less than 1/2"".",Adjust chemistry (chlorine/pH),BEDFORD,CANOPY ON CENTRAL
383,opening exceeding whoever4 inches in between sliding gate and enclosure,no opening more than 4 inch shall be on or under the enclosure,Misc fixes,GRAPEVINE,GREAT WOLF LODGE & RESORT
384,free chlorine at 11 ppm at time of inspection.,Ensure to adjust the automatic dispenser so the chlorine stay in range of 1-8ppm.,Adjust chemistry (chlorine/pH),BEDFORD,CANOPY ON CENTRAL
384,cyanuric acid levels greater than 100 ppm at time of inspection.,Ensure to reduce the cyanuric acid levels to below 100 ppm.,Adjust chemistry (chlorine/pH),BEDFORD,CANOPY ON CENTRAL
384,vaccum gauge and flow meter not functioning properly,Ensure to repair or replace the vaccum gauge and the flow meter so that proper readings can be made.,Repair/replace equipment,BEDFORD,CANOPY ON CENTRAL
384,several skimmers missing weir doors.,Ensure to reattach the weirs to the skimmers to aid in the circulation of the top layer of the water.,Misc fixes,BEDFORD,CANOPY ON CENTRAL
384,the pool light not functioning at time of inspection.,Ensure to repair or replace the light so that it can turn on and be tested.,Repair/replace equipment,BEDFORD,CANOPY ON CENTRAL
384,only a single nut and bolt connection for the hook to the pole.,Ensure to have 2x nut and bolt connection for the hook to the pole.,Misc fixes,BEDFORD,CANOPY ON CENTRAL
384,"gap in between the latch and the fence was at a distance of 1"".","Ensure to adjust the gap in between the latch and the fence to a minimum of 1/2"".",Adjust chemistry (chlorine/pH),BEDFORD,CANOPY ON CENTRAL
384,"chairs, tables, and trash can next to the fence line.","Ensure to relocate the furniture to have a minimum of 36"" distance between the them.",Misc fixes,BEDFORD,CANOPY ON CENTRAL
385,main drains not 3 feet apart.,Must have main drains at least 3 feet apart.,Misc fixes,SOUTHLAKE,TIMBER LAKE RESIDENTIAL ASSOC
385,the flow meter on the return pipe that is on filter pump 1 not working properly.,Must repair/replace flow meter,Repair/replace equipment,SOUTHLAKE,TIMBER LAKE RESIDENTIAL ASSOC
385,skimmer baskets around the pool with debris.,Must have skimmer baskets debris free.,Repair/replace equipment,SOUTHLAKE,TIMBER LAKE RESIDENTIAL ASSOC
385,no air gap on the back wash pipe.,Must provide a proper air gap at the backwash pipe.,Clean/clear water,SOUTHLAKE,TIMBER LAKE RESIDENTIAL ASSOC
385,"the following statement not in 4"" lettering ""WARNING NO LIFEGUARD ON DUTY""",Must have the required statement in the minimum size requirements.,Misc fixes,SOUTHLAKE,TIMBER LAKE RESIDENTIAL ASSOC
385,"the following statement not in 4"" letters",Must provide the required statement in the minimum size requirements.,Misc fixes,SOUTHLAKE,TIMBER LAKE RESIDENTIAL ASSOC
385,the second emergency phone located outside the main entrance gate not working properly.,Must have second emergency phone working properly.,Misc fixes,SOUTHLAKE,TIMBER LAKE RESIDENTIAL ASSOC
385,the mirrors in the men's and women's restroom not shatter proof.,Must have mirrors shatter resistant.,Misc fixes,SOUTHLAKE,TIMBER LAKE RESIDENTIAL ASSOC
385,3 out of 4 light posts less than 36 inches away from the fence.,"Must move structures so they are 36"" away from the fence.",Gate/fence/latch,SOUTHLAKE,TIMBER LAKE RESIDENTIAL ASSOC
385,"gaps greater than 4"" underneath the north end of the fence.","Must have gaps less than 4"".",Misc fixes,SOUTHLAKE,TIMBER LAKE RESIDENTIAL ASSOC
386,plaster is missing on second walk out step at shallow end.,Ensure to replace missing plaster on walk out step.,Repair/replace equipment,AZLE,AZLEWOOD APARTMENTS
386,that return inlet at deep end of pool lacks eyelet cover.,Ensure to obtain and install return inlet cover on deep end of pool.,Repair/replace equipment,AZLE,AZLEWOOD APARTMENTS
387,pressure and vaccum gauge not functioning. Observed the flow meter is not functioning.,Ensure to replace or repair the pressure and vaccum gauge along with the flow meter.,Repair/replace equipment,BEDFORD,CANOPY ON CENTRAL
387,a broken plastic grate on the E side of the pool.,Ensure to replace the plastic grate to reduce any entrapment accidents.,Repair/replace equipment,BEDFORD,CANOPY ON CENTRAL
387,pool decking on the W side of the pool by the railing that has cracked and is flacking off.,"Ensure to repair the decking to return it to a smooth, durable surface to reduce tripping.",Repair/replace equipment,BEDFORD,CANOPY ON CENTRAL
387,no weir doors attached to any of the skimmers for the pool.,Ensure to attach the weirs to the skimmers to aid in the circulation of the top layer of the water.,Misc fixes,BEDFORD,CANOPY ON CENTRAL
387,only a singular bolt connection for the hook to the pole.,Ensure to have 2x nut and bolt combinations to attach the hook to the pole.,Misc fixes,BEDFORD,CANOPY ON CENTRAL
387,"the gap adjacent to the latch at 1"" clearance for all of the gates around the pool.","Ensure to reduce the gap in between the latch and fence to where it is less than a 1/2"" clearance.",Gate/fence/latch,BEDFORD,CANOPY ON CENTRAL
387,trash cans and beach chairs up against the fence with no gap in between.,"Ensure to have a minimum of 36"" of space between pool equipment and the fence.",Gate/fence/latch,BEDFORD,CANOPY ON CENTRAL
389,shepherds crook is chipping fiberglass and is not attached by a screw.,Ensure to repair/replace shepherds crook and to attach it to the pole with a metal screw.,Repair/replace equipment,BEDFORD,BEDFORD HILLS APARTMENTS
389,phone is functional but Kings 3 and the address sign reflect 2 different addresses.,Ensure Kings 3 and the address sign show the same address.,Signage/permit posting,BEDFORD,BEDFORD HILLS APARTMENTS
391,The is a scalable box at rear of fence that may allow climbing.,Ensure that no scalable structures are surrounding the fence.,Gate/fence/latch,SAGINAW,SAGINAW SPRINGS
392,flow meter was stuck.,Ensure to repair flow meter.,Repair/replace equipment,BEDFORD,COPPER CANYON
394,no CPO available.,Ensure to have a copy of the CPO on site.,Misc fixes,BEDFORD,MORROW GREEN TOWNHOUSES
395,some cracked stone around pool.,Ensure that flooring is smooth and not broken.,Misc fixes,SAGINAW,WILLOW VISTA HOA
395,no weir in skimmer basket.,Ensure that weirs are available.,Misc fixes,SAGINAW,WILLOW VISTA HOA
395,on screw in Sheppard crook.,Ensure that there are two screws in the hook for safety.,Misc fixes,SAGINAW,WILLOW VISTA HOA
397,climbs or structure in back of fence near pump.,Ensure that nothing is climbable around fence perimeter.,Gate/fence/latch,SAGINAW,SAGINAW SPRINGS
398,Pool plaster in disrepair,Repair and maintain,Records/testing kit/logs,GRAPEVINE,GRAPEVINE TWENTY FOUR 99
398,Health permit expired on 6/10,Payment has been sent,Misc fixes,GRAPEVINE,GRAPEVINE TWENTY FOUR 99
399,skimmer basket full of debris (leaves).,Ensure to maintain skimmer baskets clear of debris.,Records/testing kit/logs,AZLE,CRESTWOOD APARTMENT HOMES
399,that sheppards hook is telescoping and made of aluminum.,Correct before opening,Misc fixes,AZLE,CRESTWOOD APARTMENT HOMES
399,that health permit is expired.,Establishment is undergoing change of ownership.,Misc fixes,AZLE,CRESTWOOD APARTMENT HOMES
400,multiple return inlets missing eyeball spouts.,Ensure to reinstall the eyeball ports back into the return inlets.,Repair/replace equipment,BEDFORD,HARWOOD HILLS APARTMENTS
400,"""No diving"" tiles on the NW side to the S side are more than 25' in distance.",Ensure to relocate the diving marks to where the distance is below 25' apart.,Misc fixes,BEDFORD,HARWOOD HILLS APARTMENTS
400,"fence horizontal sitting at 44"" above the bottom horizontal.","Ensure to adjust the height of the horizontal so it reduces the gap to less than 4"".",Adjust chemistry (chlorine/pH),BEDFORD,HARWOOD HILLS APARTMENTS
400,apartment and laundry room windows able to be open and lead into the pool yard.,TCPH will meet with the BFD to see about potential issues or solutions to the issue.,Misc fixes,BEDFORD,HARWOOD HILLS APARTMENTS
401,Onserved foliage and dirt building up at the bottom of the pool and covering 1 main drain at time of inspection.,Ensure to remove the foliage and dirt from the pool to return it to a clean surface.,Clean/clear water,BEDFORD,HARWOOD HILLS APARTMENTS
401,"E skimmmer full of foliage, bugs, and trash at time of inspection.",Ensure to clean out the skimmer baskets daily to prevent clogging up the system and preventing proper circulation.,Clean/clear water,BEDFORD,HARWOOD HILLS APARTMENTS
401,no weir doors attached to the skimmers.,"Ensure to reattach the weirs to the pool to aid in the circulation of the top 4"" of the pool water.",Misc fixes,BEDFORD,HARWOOD HILLS APARTMENTS
403,"damaged ring buoy supplied within pool yard, and one ring buoy, in good condition, without a throwing rope attached.","Ensure all ring buoys are in good condition and have a throwing rope attached, in case of emergency.",Misc fixes,KELLER,OLYMPUS WATERFORD
403,"Observed, at the time of the inspection, the front entrance gate, closest to the office, left open and accessible. Observed broken top hinge and bent metal arm for self-closing mechanism. (Corrected on-site).","Must ensure that all gates are self-closing and self-latching, with no damages impeding them from doing so, as to prevent unauthorized access.",Misc fixes,KELLER,OLYMPUS WATERFORD
403,"some damaged fencing towards the pump room, exceeding 4 inch minimal gapping.","Must make repairs to all bent pickets in fencing, as to maintain no greater than 4 inch gapping in fencing.",Records/testing kit/logs,KELLER,OLYMPUS WATERFORD
404,100+,ensure cyanuric levels are in range,Adjust chemistry (chlorine/pH),GRAPEVINE,MONTELENA APARTMENTS 
404,damaged decking around pool perimeter,ensure pool deck is in good repair,Repair/replace equipment,GRAPEVINE,MONTELENA APARTMENTS 
405,Unable to see drain covers due to cloudiness of the water.,Ensure drains are visible prior to reinspection.,Misc fixes,BEDFORD,WATERS PARK APARTMENTS
405,pool is cloudy and turning green.,Ensure water is clear prior to reinspection.,Misc fixes,BEDFORD,WATERS PARK APARTMENTS
405,light is not functional. Manager states light is putting electricity into the water.,Ensure light is functional prior to reinspection.,Repair/replace equipment,BEDFORD,WATERS PARK APARTMENTS
405,Unable to test GFCI due to light not functioning.,Ensure lights test on a GFCI prior to reinspection.,Electrical/GFCI/Bonding,BEDFORD,WATERS PARK APARTMENTS
406,the vacuum gauge and outlet gauge not working.,Ensure the vacuum gauge and outlet gauges are working.,Clean/clear water,BEDFORD,CREEK ON PARK PLACE APTS
406,both skimmers missing weirs.,Ensure all skimmers have weirs.,Misc fixes,BEDFORD,CREEK ON PARK PLACE APTS
406,the ring buoy rope tangled.,Ensure the ring buoy rope is untangled.,Misc fixes,BEDFORD,CREEK ON PARK PLACE APTS
406,"the north gate was not self closing at full, half, or 6"" open. Maintenance adjusted.",Ensure all gates are self closing at all times.,Misc fixes,BEDFORD,CREEK ON PARK PLACE APTS
406,Unable to provide a CPO certificate during inspection,Ensure a CPO Certificate can be provided during inspection.,Misc fixes,BEDFORD,CREEK ON PARK PLACE APTS
406,Unable to provide chemical logs during inspection.,Ensure the chemical logs are available during inspection.,Misc fixes,BEDFORD,CREEK ON PARK PLACE APTS
407,missing outlet and inlet gauges,ensure gauges are provided for circulation system,Misc fixes,GRAPEVINE,MAA GRAPEVINE
407,slight amount of leafy debris in water,ensure pool is free of debris to reduce disinfectant loading,Misc fixes,GRAPEVINE,MAA GRAPEVINE
407,missing weirs,ensure weirs are installed in skimmers,Misc fixes,GRAPEVINE,MAA GRAPEVINE
407,expired permit,invoice sent for renewal,Misc fixes,GRAPEVINE,MAA GRAPEVINE
409,outlet gauge needed,ensure all gauges are provided,Misc fixes,GRAPEVINE,MAA GRAPEVINE
409,expansion joints show wear and tear,ensure pool decking is in good repair,Repair/replace equipment,GRAPEVINE,MAA GRAPEVINE
409,missing weirs,ensure skimmers are provided with weirs,Misc fixes,GRAPEVINE,MAA GRAPEVINE
409,expired permit,invoice sent for renewal,Misc fixes,GRAPEVINE,MAA GRAPEVINE
412,north gate not able to self latch.,Ensure gate is able to self latch. Keep locked until corrected.,Gate/fence/latch,BENBROOK,HIGHLAND PARK APTS
413,expired permit,ensure permits are current,Misc fixes,GRAPEVINE,MAA GRAPEVINE
421,that Vac Alert is not working during testing.,"Pool maintience manager determined issue onsite, determined that wrong valve was used to test Vac alert. System tests and works.",Misc fixes,WESTWORTH VILLAGE,SHADY OAKS COUNTRY CLUB POOL
421,skimmer weir door is lacking in only skimmer in wade pool.,Ensure to obtain and install skimmer wier door in skimmer.,Repair/replace equipment,WESTWORTH VILLAGE,SHADY OAKS COUNTRY CLUB POOL
422,Several pool skimmers are lacking skimmer wiers.,Ensure to obtain and install skimmer weir doors on all skimmers.,Repair/replace equipment,WESTWORTH VILLAGE,SHADY OAKS COUNTRY CLUB POOL
422,return inlet covers lacking at shallow end of pool.,Ensure to obtain and install return inlet covers.,Repair/replace equipment,WESTWORTH VILLAGE,SHADY OAKS COUNTRY CLUB POOL
423,no weirs on the skimmer.,Ensure the skimmer has a weir.,Repair/replace equipment,BEDFORD,COPPER HILL APARTMENTS
424,debris in skimmer baskets.,Ensure skimmer baskets are free of debris.,Repair/replace equipment,BURLESON,ASHFORD PARK HOMEOWNERS
424,2 loose hand rails on pool entry/exit stairs.,Ensure all pool hand rails are secure and stable.,Misc fixes,BURLESON,ASHFORD PARK HOMEOWNERS
424,gap at bottom of metal fence on south side of pool enclosure greater than 4 inches.,Ensure there is no gaps greater than 4 inches at bottom of pool fence enclosure.,Gate/fence/latch,BURLESON,ASHFORD PARK HOMEOWNERS
425,Flow meter observed stuck.,Repair or replace.,Repair/replace equipment,GRAPEVINE,CAMDEN RIVERWALK
425,One ring buoy observed with rope which lines the buoy in disrepair/ falling apart due to sun damage.,Replace.,Repair/replace equipment,GRAPEVINE,CAMDEN RIVERWALK
425,two gates not self closing,Noted gates were locked until repairs can be made.,Misc fixes,GRAPEVINE,CAMDEN RIVERWALK
426,the outlet gauge not working.,Ensure the outlet gauge is repaired/replaced.,Misc fixes,BEDFORD,COPPER HILL APARTMENTS
426,no weirs on either skimmer.,Ensure both skimmers have weirs.,Misc fixes,BEDFORD,COPPER HILL APARTMENTS
427,that gate to pool yard sticks open at close distance.,Ensure to render door self closing at all distances.,Misc fixes,Azle,SNUG HARBOR HOA
427,that pool health permit is expired.,"Provided pool permit invoice to HOA representatives, assisted onsite with navigating payment portal for payment.",Signage/permit posting,Azle,SNUG HARBOR HOA
428,the chlorine at 12.5ppm.,Ensure chlorine is between 1-8ppm.,Adjust chemistry (chlorine/pH),BEDFORD,SUPER 8 MOTEL
428,the flow meter not working.,Ensure the flow meter is repaired.,Misc fixes,BEDFORD,SUPER 8 MOTEL
428,a non coast guard approved ring buoy.,Ensure to provide a coast guard approved ring buoy.,Misc fixes,BEDFORD,SUPER 8 MOTEL
428,no trash can provided.,Ensure a rash can is provided in the pool yard.,Misc fixes,BEDFORD,SUPER 8 MOTEL
428,Unable to provide a pool school certificate during inspection.,Ensure to be able to provide a pool school certicate during inspection.,Misc fixes,BEDFORD,SUPER 8 MOTEL
428,Unable to provide a chemical log.,Ensure a chemical log is provided during inspection.,Records/testing kit/logs,BEDFORD,SUPER 8 MOTEL
429,max user load bathing sign is missing bather load.,Must write in bather load on sign in at least 2 inch letters.,Signage/permit posting,AZLE,KNOLL CREEK
429,that pool gate is not self closing due to gate spring disassembled at time of inspection.,Maintinence technician repaired gate onsite. Must maintain gate fully self closing at all distances at all times.,Gate/fence/latch,AZLE,KNOLL CREEK
430,cracked pool deck near south gate entrance.,Ensure to repair damaged pool deck.,Repair/replace equipment,HURST,AMERICAS BEST VALUE INN 
430,missing air gap at backwash.,Ensure to create airgap at backwash.,Clean/clear water,HURST,AMERICAS BEST VALUE INN 
431,no max user load bathing sign.,Must post max user load bathing sign. Signs are to arrive within 2 weeks per HOA representative.,Signage/permit posting,FORT WORTH,CATTLEBARON HOA POOL
431,"that at the end of the pool nearest the clubhouse and closest walkout steps, part of deck tile is missing.",Must replace missing deck tile.,Repair/replace equipment,FORT WORTH,CATTLEBARON HOA POOL
431,that all skimmers are lacking weir doors.,Must add weir doors to all skimmers.,Repair/replace equipment,FORT WORTH,CATTLEBARON HOA POOL
431,that all TAC signs are missing from pool yard.,"Must obtain and post required TAC signs. Per HOA representative, signs will arrive within 2 weeks.",Signage/permit posting,FORT WORTH,CATTLEBARON HOA POOL
431,"missing ""no diving sign"" in pool yard.","Must post missing sign. Per HOA representative, signs will arrive in 2 weeks.",Signage/permit posting,FORT WORTH,CATTLEBARON HOA POOL
431,"no ""warning no lifeguard on duty"" sign posted.","Ensure to obtain and post required sign. Per HOA representative, sign will arrive within 2 weeks.",Signage/permit posting,FORT WORTH,CATTLEBARON HOA POOL
431,"no sign stating ""children under the age of 14 should not use the pool without adult supervision"".","Ensure to obtain and post required sign. Per HOA representative, sign will arrive with 2 weeks.",Signage/permit posting,FORT WORTH,CATTLEBARON HOA POOL
431,"no ""in case of emergency, dial 911"" sign in pool yard.","Ensure to obtain and post missing sign. Per HOA representative, signs will arrive in 2 weeks.",Signage/permit posting,FORT WORTH,CATTLEBARON HOA POOL
431,no sign directing bathers to emergency phone.,"Ensure to obtain sign directing bathers in pool yard to emergency phone. Per HOA representative, signs will arrive within 2 weeks.",Signage/permit posting,FORT WORTH,CATTLEBARON HOA POOL
432,no ring buoy.,Ensure to provide ring buoy for pool.,Misc fixes,Hurst,CANDLEWOOD SUITES
432,no chemical logs on site.,Ensure to have chemical log on site.,Records/testing kit/logs,Hurst,CANDLEWOOD SUITES
434,missing skimmer basket weir door.,Ensure skimmer baskets have weir door installed.,Repair/replace equipment,CROWLEY,LITTLE TYKE CREATIVE CTR POOL
436,Pipe function and flow observed faded in pump room,Label all pipes to show function and flow of water,Misc fixes,GRAPEVINE,VINE ON NORTH PARK
436,Tile line along the edge of the pool observed unclean,Clean and maintain,Clean/clear water,GRAPEVINE,VINE ON NORTH PARK
436,Skimmer weir doors missing,Provide,Misc fixes,GRAPEVINE,VINE ON NORTH PARK
436,GFCI for pool light was not working as required at time of inspection,Repair,Repair/replace equipment,GRAPEVINE,VINE ON NORTH PARK
436,Pump observed not grounded,Ensure pumps in pool room are grounded,Misc fixes,GRAPEVINE,VINE ON NORTH PARK
436,Pool chemistry is not being recorded daily.,Checm pool chemistry daily.,Misc fixes,GRAPEVINE,VINE ON NORTH PARK
437,1. Pressure gauge missing after the pump,Provode required gauge and replace or clean flow meter to work as required,Clean/clear water,GRAPEVINE,VINE ON NORTH PARK
437,Exposed piping in pump room observed with faded function and flow directional lines,Correct,Misc fixes,GRAPEVINE,VINE ON NORTH PARK
437,sharp edges on pool deck stone near skimmer,Repair,Repair/replace equipment,GRAPEVINE,VINE ON NORTH PARK
437,Skimmer weird doors missing,Replace,Repair/replace equipment,GRAPEVINE,VINE ON NORTH PARK
437,Pool pump in pump room is not grounded,Ensure pumps are grounded,Misc fixes,GRAPEVINE,VINE ON NORTH PARK
437,Pool chemistry is not recorded on a daily basis,Check and record pool chemistry every day,Records/testing kit/logs,GRAPEVINE,VINE ON NORTH PARK
438,Expansion joint near the skimmer observed missing,Replace,Repair/replace equipment,GRAPEVINE,OAK GROVE TOWNHOMES
438,Pool chemistry is not being recorded on a daily basis,Pool chemistry must be checked daily,Misc fixes,GRAPEVINE,OAK GROVE TOWNHOMES
439,no chemical log on site.,Ensure to keep daily pool chemical log on site.,Records/testing kit/logs,CROWLEY,KARIS PHASE 1 AMENITIES CENTER
440,rope tangled on ring buoy.,Ensure to detangle rope on buoy.,Misc fixes,BENBROOK,CEDAR CREEK OWNERS ASSOCIATION
441,no directions to emergency phone.,Ensure to have directions to emergency phone posted.,Misc fixes,SOUTHLAKE,CARILLON HOME OWNERS ASSOCIATION
441,tanning beds with in 36 inches from the fence.,Ensure no structures are within 36 inches of the fence.,Gate/fence/latch,SOUTHLAKE,CARILLON HOME OWNERS ASSOCIATION
441,chemical logs not being filled out daily.,Ensure to fill out chemical logs daily.,Misc fixes,SOUTHLAKE,CARILLON HOME OWNERS ASSOCIATION
442,small sections of pool deck were damaged.,Ensure to make repairs to pool deck.,Misc fixes,BENBROOK,LAWSON APARTMENT HOMES 
442,gate opposite side from office was not self closing.,Ensure gate is able to self close and latch. Keep locked until corrected.,Gate/fence/latch,BENBROOK,LAWSON APARTMENT HOMES 
442,permit was expired.,Ensure to renew health permit. Inspector has emailed instructions on how to pay.,Signage/permit posting,BENBROOK,LAWSON APARTMENT HOMES 
443,non functional flow meter in pump room.,Ensure all flow meters are functional and in good condition.,Misc fixes,CROWLEY,CROWLEY CREEKSIDE HOA
443,chlorine tablets in skimmer basket.,Ensure skimmer baskets are not used to dispense sanitizer.,Repair/replace equipment,CROWLEY,CROWLEY CREEKSIDE HOA
443,missing daily chemical logs.,Ensure daily chemical logs are maintained when pool is open.,Misc fixes,CROWLEY,CROWLEY CREEKSIDE HOA
444,flow meter not functional in pump room.,Ensure non functional flow meters are functional and in good condition.,Misc fixes,CROWLEY,CROWLEY CREEKSIDE HOA
444,damaged coping on pool wall.,Ensure coping on pool wall is in good condition.,Misc fixes,CROWLEY,CROWLEY CREEKSIDE HOA
444,damaged fiberglass pole for shepherds hook.,Ensure pole for shepherds hook is non conductive and in good condition.,Misc fixes,CROWLEY,CROWLEY CREEKSIDE HOA
444,missing daily chemical logs.,Ensure daily chemical logs are maintained when pool is open.,Misc fixes,CROWLEY,CROWLEY CREEKSIDE HOA
